u,v,key,osmid,ref,name,highway,maxspeed,oneway,length,org_geom,lanes,junction,bridge,access,service,geometry
292015333,292014827,0,4679782,,Deanfield Avenue,residential,,False,13.081,"LINESTRING (-0.911087 51.5364531, -0.9111723 51.5365581)",,,,,,"[(-0.911087, 51.5364531), (-0.9111723, 51.5365581)]"
292015333,292874534,0,4679782,,Deanfield Avenue,residential,,False,15.429,"LINESTRING (-0.911087 51.5364531, -0.911045 51.5364205, -0.9109251 51.5363585)",,,,,,"[(-0.911087, 51.5364531), (-0.911045, 51.5364205), (-0.9109251, 51.5363585)]"
292015333,292016348,0,26623820,,Paradise Road,residential,,False,126.82,"LINESTRING (-0.911087 51.5364531, -0.9116026 51.536, -0.9119311 51.5356854, -0.9121583 51.5355297)",,,,,,"[(-0.911087, 51.5364531), (-0.9116026, 51.536), (-0.9119311, 51.5356854), (-0.9121583, 51.5355297)]"
292015416,292014688,0,26623689,,Ancastle Green,residential,,False,138.531,"LINESTRING (-0.9142103 51.5357085, -0.912907 51.5366545)",,,,,,"[(-0.9142103, 51.5357085), (-0.912907, 51.5366545)]"
292015416,292015418,0,26623689,,Ancastle Green,residential,,False,71.39399999999999,"LINESTRING (-0.9142103 51.5357085, -0.9142241 51.5356632, -0.9142155 51.5356223, -0.914169 51.5355943, -0.9138813 51.5354501, -0.9137367 51.5354091, -0.9136252 51.5354208, -0.9134941 51.5355025)",,,,,,"[(-0.9142103, 51.5357085), (-0.9142241, 51.5356632), (-0.9142155, 51.5356223), (-0.914169, 51.5355943), (-0.9138813, 51.5354501), (-0.9137367, 51.5354091), (-0.9136252, 51.5354208), (-0.9134941, 51.5355025)]"
292015416,8474568899,0,912264300,,,service,,False,66.905,"LINESTRING (-0.9142103 51.5357085, -0.914289 51.5357755, -0.9143829999999999 51.5358684, -0.9145046 51.5360265, -0.9145145 51.5360523, -0.9145165 51.5360794, -0.9145065999999999 51.5361009, -0.9144888 51.5361113, -0.9143899 51.5361495, -0.914293 51.5361852)",,,,,,"[(-0.9142103, 51.5357085), (-0.914289, 51.5357755), (-0.914383, 51.5358684), (-0.9145046, 51.5360265), (-0.9145145, 51.5360523), (-0.9145165, 51.5360794), (-0.9145066, 51.5361009), (-0.9144888, 51.5361113), (-0.9143899, 51.5361495), (-0.914293, 51.5361852)]"
292015418,292014428,0,26623689,,Ancastle Green,residential,,False,129.57600000000002,"LINESTRING (-0.9134941 51.5355025, -0.9128872 51.5358779, -0.9128145 51.5359496, -0.9127474 51.5360437, -0.9127058 51.5361226, -0.9126763 51.5364843)",,,,,,"[(-0.9134941, 51.5355025), (-0.9128872, 51.5358779), (-0.9128145, 51.5359496), (-0.9127474, 51.5360437), (-0.9127058, 51.5361226), (-0.9126763, 51.5364843)]"
292015418,292015416,0,26623689,,Ancastle Green,residential,,False,71.39399999999999,"LINESTRING (-0.9134941 51.5355025, -0.9136252 51.5354208, -0.9137367 51.5354091, -0.9138813 51.5354501, -0.914169 51.5355943, -0.9142155 51.5356223, -0.9142241 51.5356632, -0.9142103 51.5357085)",,,,,,"[(-0.9134941, 51.5355025), (-0.9136252, 51.5354208), (-0.9137367, 51.5354091), (-0.9138813, 51.5354501), (-0.914169, 51.5355943), (-0.9142155, 51.5356223), (-0.9142241, 51.5356632), (-0.9142103, 51.5357085)]"
292015418,292016348,0,26623900,,,footway,,False,93.6,"LINESTRING (-0.9134941 51.5355025, -0.9129796999999999 51.5354603, -0.9125076 51.5355297, -0.9121583 51.5355297)",,,,,,"[(-0.9134941, 51.5355025), (-0.9129797, 51.5354603), (-0.9125076, 51.5355297), (-0.9121583, 51.5355297)]"
292016348,1814947918,0,26623820,,Paradise Road,residential,,False,21.349,"LINESTRING (-0.9121583 51.5355297, -0.9123719 51.5353911)",,,,,,"[(-0.9121583, 51.5355297), (-0.9123719, 51.5353911)]"
292016348,292015333,0,26623820,,Paradise Road,residential,,False,126.82,"LINESTRING (-0.9121583 51.5355297, -0.9119311 51.5356854, -0.9116026 51.536, -0.911087 51.5364531)",,,,,,"[(-0.9121583, 51.5355297), (-0.9119311, 51.5356854), (-0.9116026, 51.536), (-0.911087, 51.5364531)]"
292016348,292015418,0,26623900,,,footway,,False,93.6,"LINESTRING (-0.9121583 51.5355297, -0.9125076 51.5355297, -0.9129796999999999 51.5354603, -0.9134941 51.5355025)",,,,,,"[(-0.9121583, 51.5355297), (-0.9125076, 51.5355297), (-0.9129797, 51.5354603), (-0.9134941, 51.5355025)]"
292026106,12177108,0,4586359,,Hop Gardens,residential,,False,13.877,"LINESTRING (-0.9106978 51.5373125, -0.910699 51.5371877)",,,,,,"[(-0.9106978, 51.5373125), (-0.910699, 51.5371877)]"
292026106,2055908736,0,26624900,,West Street,residential,,True,38.916,"LINESTRING (-0.9106978 51.5373125, -0.9101352 51.537318)",,,,,,"[(-0.9106978, 51.5373125), (-0.9101352, 51.537318)]"
292026106,420581230,0,4586359,,Hop Gardens,residential,,False,200.0,"LINESTRING (-0.9106978 51.5373125, -0.9107034000000001 51.5373722, -0.9107511 51.5379875, -0.9108661 51.5387059, -0.9109313999999999 51.5391047)",,,,,,"[(-0.9106978, 51.5373125), (-0.9107034, 51.5373722), (-0.9107511, 51.5379875), (-0.9108661, 51.5387059), (-0.9109314, 51.5391047)]"
292874534,29729930,0,4679782,,Deanfield Avenue,residential,,False,57.56100000000001,"LINESTRING (-0.9109251 51.5363585, -0.9107596 51.5362641, -0.9105029 51.5361397, -0.9102644 51.5360458)",,,,,,"[(-0.9109251, 51.5363585), (-0.9107596, 51.5362641), (-0.9105029, 51.5361397), (-0.9102644, 51.5360458)]"
292874534,292015333,0,4679782,,Deanfield Avenue,residential,,False,15.429,"LINESTRING (-0.9109251 51.5363585, -0.911045 51.5364205, -0.911087 51.5364531)",,,,,,"[(-0.9109251, 51.5363585), (-0.911045, 51.5364205), (-0.911087, 51.5364531)]"
292874534,292874587,0,26704902,,Milton Close,residential,,False,55.476,"LINESTRING (-0.9109251 51.5363585, -0.9108006 51.5364167, -0.9106098 51.5364895, -0.9103778 51.5365328, -0.9101979 51.53654)",,,,,,"[(-0.9109251, 51.5363585), (-0.9108006, 51.5364167), (-0.9106098, 51.5364895), (-0.9103778, 51.5365328), (-0.9101979, 51.53654)]"
292874544,7738385112,0,26704902,,Milton Close,residential,,False,32.355,"LINESTRING (-0.9093502999999999 51.5367368, -0.9093453 51.5366567, -0.9093447 51.5365838, -0.9093744 51.5365384, -0.909429 51.5365223, -0.9095115 51.5365233)",,,,,,"[(-0.9093503, 51.5367368), (-0.9093453, 51.5366567), (-0.9093447, 51.5365838), (-0.9093744, 51.5365384), (-0.909429, 51.5365223), (-0.9095115, 51.5365233)]"
292874587,292905335,0,26704902,,Milton Close,residential,,False,17.047,"LINESTRING (-0.9101979 51.53654, -0.9099556 51.5365681)",,,,,,"[(-0.9101979, 51.53654), (-0.9099556, 51.5365681)]"
292874587,292874534,0,26704902,,Milton Close,residential,,False,55.476,"LINESTRING (-0.9101979 51.53654, -0.9103778 51.5365328, -0.9106098 51.5364895, -0.9108006 51.5364167, -0.9109251 51.5363585)",,,,,,"[(-0.9101979, 51.53654), (-0.9103778, 51.5365328), (-0.9106098, 51.5364895), (-0.9108006, 51.5364167), (-0.9109251, 51.5363585)]"
292874587,292874605,0,26704912,,Milton Close,residential,,False,47.013999999999996,"LINESTRING (-0.9101979 51.53654, -0.910114 51.5364882, -0.9100623 51.5364532, -0.9098546 51.5364518, -0.909813 51.5364632, -0.9097572 51.5364902, -0.9096067 51.5365262)",,,,,,"[(-0.9101979, 51.53654), (-0.910114, 51.5364882), (-0.9100623, 51.5364532), (-0.9098546, 51.5364518), (-0.909813, 51.5364632), (-0.9097572, 51.5364902), (-0.9096067, 51.5365262)]"
292874605,7738385112,0,26704902,,Milton Close,residential,,False,6.592,"LINESTRING (-0.9096067 51.5365262, -0.9095115 51.5365233)",,,,,,"[(-0.9096067, 51.5365262), (-0.9095115, 51.5365233)]"
292874605,292905335,0,26704902,,Milton Close,residential,,False,24.583,"LINESTRING (-0.9096067 51.5365262, -0.9098254 51.5365547, -0.9099556 51.5365681)",,,,,,"[(-0.9096067, 51.5365262), (-0.9098254, 51.5365547), (-0.9099556, 51.5365681)]"
292874605,292874587,0,26704912,,Milton Close,residential,,False,47.013999999999996,"LINESTRING (-0.9096067 51.5365262, -0.9097572 51.5364902, -0.909813 51.5364632, -0.9098546 51.5364518, -0.9100623 51.5364532, -0.910114 51.5364882, -0.9101979 51.53654)",,,,,,"[(-0.9096067, 51.5365262), (-0.9097572, 51.5364902), (-0.909813, 51.5364632), (-0.9098546, 51.5364518), (-0.9100623, 51.5364532), (-0.910114, 51.5364882), (-0.9101979, 51.53654)]"
292875584,5758718480,0,26704935,,,service,,False,1.624,"LINESTRING (-0.8935784 51.5265009, -0.8936015 51.5264983)",,,,,,"[(-0.8935784, 51.5265009), (-0.8936015, 51.5264983)]"
292875584,7929932872,0,170604912,,,service,,False,14.947,"LINESTRING (-0.8935784 51.5265009, -0.8936659 51.5266238)",,,,,,"[(-0.8935784, 51.5265009), (-0.8936659, 51.5266238)]"
292875584,6320195897,0,26704935,,,service,,False,24.183,"LINESTRING (-0.8935784 51.5265009, -0.8933332 51.5265511, -0.8932462 51.5265686)",,,,,,"[(-0.8935784, 51.5265009), (-0.8933332, 51.5265511), (-0.8932462, 51.5265686)]"
292876251,8378611063,0,26704989,,Pack and Prime Lane,residential,,False,116.039,"LINESTRING (-0.9130674 51.5379129, -0.914137 51.5371089)",,,,,,"[(-0.9130674, 51.5379129), (-0.914137, 51.5371089)]"
292876251,292014430,0,42086316,,Gravel Hill,tertiary,30 mph,False,78.65599999999999,"LINESTRING (-0.9130674 51.5379129, -0.9124795999999999 51.5374772, -0.9122911 51.5374033)",,,,,,"[(-0.9130674, 51.5379129), (-0.9124796, 51.5374772), (-0.9122911, 51.5374033)]"
292876251,974164380,0,42086316,,Gravel Hill,tertiary,30 mph,False,116.799,"LINESTRING (-0.9130674 51.5379129, -0.9131437 51.5379694, -0.913839 51.5383366, -0.9144329 51.5385128)",,,,,,"[(-0.9130674, 51.5379129), (-0.9131437, 51.5379694), (-0.913839, 51.5383366), (-0.9144329, 51.5385128)]"
292903484,292903527,0,26707170,,York Road,residential,,False,77.722,"LINESTRING (-0.9070106999999999 51.538865, -0.9081316 51.538815)",,,,,,"[(-0.9070107, 51.538865), (-0.9081316, 51.538815)]"
292903484,292903577,0,4586358,,Kings Road,residential,,False,73.493,"LINESTRING (-0.9070106999999999 51.538865, -0.9071268 51.5392998, -0.9071886 51.5395166)",,,,,,"[(-0.9070107, 51.538865), (-0.9071268, 51.5392998), (-0.9071886, 51.5395166)]"
292903484,292904313,0,4586358,,Kings Road,residential,,False,65.196,"LINESTRING (-0.9070106999999999 51.538865, -0.9068678 51.5383299, -0.9068562999999999 51.5382866)",,,,,,"[(-0.9070107, 51.538865), (-0.9068678, 51.5383299), (-0.9068563, 51.5382866)]"
292903527,292903484,0,26707170,,York Road,residential,,False,77.722,"LINESTRING (-0.9081316 51.538815, -0.9070106999999999 51.538865)",,,,,,"[(-0.9081316, 51.538815), (-0.9070107, 51.538865)]"
292903527,7930546574,0,738164798,,,service,,True,12.692,"LINESTRING (-0.9081316 51.538815, -0.9083151 51.5388139)",,,,,,"[(-0.9081316, 51.538815), (-0.9083151, 51.5388139)]"
292903577,292903632,0,26707189,,Clarence Road,residential,,False,62.856,"LINESTRING (-0.9071886 51.5395166, -0.9080912 51.5394505)",,,,,,"[(-0.9071886, 51.5395166), (-0.9080912, 51.5394505)]"
292903577,420339270,0,4586358,,Kings Road,residential,,False,27.708,"LINESTRING (-0.9071886 51.5395166, -0.9072232 51.5396341, -0.907238 51.5397635)",,,,,,"[(-0.9071886, 51.5395166), (-0.9072232, 51.5396341), (-0.907238, 51.5397635)]"
292903577,292903484,0,4586358,,Kings Road,residential,,False,73.493,"LINESTRING (-0.9071886 51.5395166, -0.9071268 51.5392998, -0.9070106999999999 51.538865)",,,,,,"[(-0.9071886, 51.5395166), (-0.9071268, 51.5392998), (-0.9070107, 51.538865)]"
292903632,292903577,0,26707189,,Clarence Road,residential,,False,62.856,"LINESTRING (-0.9080912 51.5394505, -0.9071886 51.5395166)",,,,,,"[(-0.9080912, 51.5394505), (-0.9071886, 51.5395166)]"
292904205,3249345698,0,26707215,,Kings Close,residential,,False,7.223,"LINESTRING (-0.9076933 51.5382845, -0.9075891 51.5382889)",,,,,,"[(-0.9076933, 51.5382845), (-0.9075891, 51.5382889)]"
292904313,257338001,0,4586358,,Kings Road,residential,,False,11.501,"LINESTRING (-0.9068562999999999 51.5382866, -0.9068366 51.5381839)",,,,,,"[(-0.9068563, 51.5382866), (-0.9068366, 51.5381839)]"
292904313,292903484,0,4586358,,Kings Road,residential,,False,65.196,"LINESTRING (-0.9068562999999999 51.5382866, -0.9068678 51.5383299, -0.9070106999999999 51.538865)",,,,,,"[(-0.9068563, 51.5382866), (-0.9068678, 51.5383299), (-0.9070107, 51.538865)]"
292904313,3249345698,0,26707215,,Kings Close,residential,,False,50.903999999999996,"LINESTRING (-0.9068562999999999 51.5382866, -0.9071299 51.5383081, -0.9075891 51.5382889)",,,,,,"[(-0.9068563, 51.5382866), (-0.9071299, 51.5383081), (-0.9075891, 51.5382889)]"
292905335,292874587,0,26704902,,Milton Close,residential,,False,17.047,"LINESTRING (-0.9099556 51.5365681, -0.9101979 51.53654)",,,,,,"[(-0.9099556, 51.5365681), (-0.9101979, 51.53654)]"
292905335,292874605,0,26704902,,Milton Close,residential,,False,24.583,"LINESTRING (-0.9099556 51.5365681, -0.9098254 51.5365547, -0.9096067 51.5365262)",,,,,,"[(-0.9099556, 51.5365681), (-0.9098254, 51.5365547), (-0.9096067, 51.5365262)]"
292905335,292905389,0,26707326,,Milton Close,residential,,False,60.765,"LINESTRING (-0.9099556 51.5365681, -0.9099467 51.5368167, -0.9101342 51.5368317, -0.9102992 51.5368401, -0.9102948 51.5369173)",,,,,,"[(-0.9099556, 51.5365681), (-0.9099467, 51.5368167), (-0.9101342, 51.5368317), (-0.9102992, 51.5368401), (-0.9102948, 51.5369173)]"
292905389,292905335,0,26707326,,Milton Close,residential,,False,60.76499999999999,"LINESTRING (-0.9102948 51.5369173, -0.9102992 51.5368401, -0.9101342 51.5368317, -0.9099467 51.5368167, -0.9099556 51.5365681)",,,,,,"[(-0.9102948, 51.5369173), (-0.9102992, 51.5368401), (-0.9101342, 51.5368317), (-0.9099467, 51.5368167), (-0.9099556, 51.5365681)]"
364448732,257335318,0,32395678,,Normanstead,residential,,False,268.544,"LINESTRING (-0.9080066 51.5318292, -0.9082898 51.5322564, -0.9078349 51.5323898, -0.9073028 51.5326301, -0.9070624 51.532817, -0.9070024 51.5330199, -0.9070637 51.5330885, -0.9071311 51.533164, -0.9077561 51.5336477)",,,,private,,"[(-0.9080066, 51.5318292), (-0.9082898, 51.5322564), (-0.9078349, 51.5323898), (-0.9073028, 51.5326301), (-0.9070624, 51.532817), (-0.9070024, 51.5330199), (-0.9070637, 51.5330885), (-0.9071311, 51.533164), (-0.9077561, 51.5336477)]"
373555734,2233726,0,159968876,A4130,Hart Street,primary,30 mph,False,3.702,"LINESTRING (-0.901072 51.5375558, -0.9010185000000001 51.5375569)",,,,,,"[(-0.901072, 51.5375558), (-0.9010185, 51.5375569)]"
373555734,424202515,0,33104163,A4130,Hart Street,primary,30 mph,False,80.12,"LINESTRING (-0.901072 51.5375558, -0.9011969 51.5375582, -0.9012678 51.5375633, -0.9015739 51.5375876, -0.9018948 51.5376109, -0.902214 51.537664)",,,,,,"[(-0.901072, 51.5375558), (-0.9011969, 51.5375582), (-0.9012678, 51.5375633), (-0.9015739, 51.5375876), (-0.9018948, 51.5376109), (-0.902214, 51.537664)]"
373555734,423754365,0,36331662,,Thameside,secondary,30 mph,True,30.005,"LINESTRING (-0.901072 51.5375558, -0.9010774 51.5374563, -0.9010589 51.5372864)",,,,,,"[(-0.901072, 51.5375558), (-0.9010774, 51.5374563), (-0.9010589, 51.5372864)]"
390829048,3633389856,0,358414506,,,footway,,False,10.288,"LINESTRING (-0.9059914999999999 51.5390955, -0.9061395 51.5390862)",,,,,,"[(-0.9059915, 51.5390955), (-0.9061395, 51.5390862)]"
390829048,420339320,0,35959507,,,service,,True,60.804,"LINESTRING (-0.9059914999999999 51.5390955, -0.9059697 51.5387072, -0.9059497 51.5385494)",,,,,,"[(-0.9059915, 51.5390955), (-0.9059697, 51.5387072), (-0.9059497, 51.5385494)]"
390829048,3633389861,0,358414506,,,footway,,False,63.461,"LINESTRING (-0.9059914999999999 51.5390955, -0.9058201 51.5391142, -0.9055231 51.5391351, -0.9052901 51.5391155, -0.9052506 51.5391101, -0.9052268999999999 51.5390925, -0.905192 51.5390624, -0.9051211 51.5390529)",,,,,,"[(-0.9059915, 51.5390955), (-0.9058201, 51.5391142), (-0.9055231, 51.5391351), (-0.9052901, 51.5391155), (-0.9052506, 51.5391101), (-0.9052269, 51.5390925), (-0.905192, 51.5390624), (-0.9051211, 51.5390529)]"
390829204,420339291,0,35959507,,,service,,True,18.959,"LINESTRING (-0.9066621 51.5397025, -0.9063938 51.5396675)",,,,,,"[(-0.9066621, 51.5397025), (-0.9063938, 51.5396675)]"
390829204,420339270,0,569727310,,,service,10 mph,False,40.403999999999996,"LINESTRING (-0.9066621 51.5397025, -0.9069903 51.5397391, -0.907238 51.5397635)",,,,,,"[(-0.9066621, 51.5397025), (-0.9069903, 51.5397391), (-0.907238, 51.5397635)]"
390829205,420339294,0,35959505,,,service,,False,19.152,"LINESTRING (-0.9061926 51.5395077, -0.9059218 51.5394717)",,,,,parking_aisle,"[(-0.9061926, 51.5395077), (-0.9059218, 51.5394717)]"
390829205,420339298,0,35959507,,,service,,True,16.934,"LINESTRING (-0.9061926 51.5395077, -0.9061476000000001 51.539358)",,,,,,"[(-0.9061926, 51.5395077), (-0.9061476, 51.539358)]"
390829207,420339287,0,23751192,,,service,,False,15.575,"LINESTRING (-0.9063221 51.5382873, -0.9061026 51.5383186)",,,,,,"[(-0.9063221, 51.5382873), (-0.9061026, 51.5383186)]"
390829207,257338064,0,23751192,,,service,,False,7.554,"LINESTRING (-0.9063221 51.5382873, -0.9064049 51.538243)",,,,,,"[(-0.9063221, 51.5382873), (-0.9064049, 51.538243)]"
390829207,420339274,0,35959506,,,service,,True,51.725,"LINESTRING (-0.9063221 51.5382873, -0.9064022 51.5387498)",,,,,,"[(-0.9063221, 51.5382873), (-0.9064022, 51.5387498)]"
409189341,409189342,0,34891418,,Lovell Close,residential,30 mph,False,85.453,"LINESTRING (-0.9187092 51.5283424, -0.9187104 51.5275739)",,,,,,"[(-0.9187092, 51.5283424), (-0.9187104, 51.5275739)]"
409189341,8299471476,0,34891414,,Makins Road,residential,30 mph,False,188.39499999999998,"LINESTRING (-0.9187092 51.5283424, -0.918929 51.5283517, -0.9192086 51.5283465, -0.9194143 51.5283381, -0.91961 51.5283193, -0.9198024 51.5282943, -0.9199948 51.5282611, -0.9201755 51.5282245, -0.9203628 51.5281797, -0.920552 51.5281241, -0.9207178 51.528056, -0.9208521 51.5279938, -0.9209863 51.5279068, -0.9211143000000001 51.5277638)",,,,,,"[(-0.9187092, 51.5283424), (-0.918929, 51.5283517), (-0.9192086, 51.5283465), (-0.9194143, 51.5283381), (-0.91961, 51.5283193), (-0.9198024, 51.5282943), (-0.9199948, 51.5282611), (-0.9201755, 51.5282245), (-0.9203628, 51.5281797), (-0.920552, 51.5281241), (-0.9207178, 51.528056), (-0.9208521, 51.5279938), (-0.9209863, 51.5279068), (-0.9211143, 51.5277638)]"
409189341,258375469,0,34891414,,Makins Road,residential,30 mph,False,123.584,"LINESTRING (-0.9187092 51.5283424, -0.9183175 51.5283178, -0.9169335 51.5282207)",,,,,,"[(-0.9187092, 51.5283424), (-0.9183175, 51.5283178), (-0.9169335, 51.5282207)]"
409189342,409189345,0,34891415,,Lovell Close,residential,30 mph,False,36.589,"LINESTRING (-0.9187104 51.5275739, -0.9192393 51.5275762)",,,,,,"[(-0.9187104, 51.5275739), (-0.9192393, 51.5275762)]"
409189342,409189343,0,34891418,,Lovell Close,residential,30 mph,False,36.554,"LINESTRING (-0.9187104 51.5275739, -0.9181821999999999 51.5275649)",,,,,,"[(-0.9187104, 51.5275739), (-0.9181822, 51.5275649)]"
409189342,409189341,0,34891418,,Lovell Close,residential,30 mph,False,85.453,"LINESTRING (-0.9187104 51.5275739, -0.9187092 51.5283424)",,,,,,"[(-0.9187104, 51.5275739), (-0.9187092, 51.5283424)]"
409189343,409189348,0,34891417,,Lovell Close,residential,30 mph,False,3.592,"LINESTRING (-0.9181821999999999 51.5275649, -0.9181821999999999 51.5275972)",,,,,,"[(-0.9181822, 51.5275649), (-0.9181822, 51.5275972)]"
409189343,409189344,0,34891418,,Lovell Close,residential,30 mph,False,3.859,"LINESTRING (-0.9181821999999999 51.5275649, -0.9181818 51.5275302)",,,,,,"[(-0.9181822, 51.5275649), (-0.9181818, 51.5275302)]"
409189343,409189342,0,34891418,,Lovell Close,residential,30 mph,False,36.554,"LINESTRING (-0.9181821999999999 51.5275649, -0.9187104 51.5275739)",,,,,,"[(-0.9181822, 51.5275649), (-0.9187104, 51.5275739)]"
409189344,409189343,0,34891418,,Lovell Close,residential,30 mph,False,3.859,"LINESTRING (-0.9181818 51.5275302, -0.9181821999999999 51.5275649)",,,,,,"[(-0.9181818, 51.5275302), (-0.9181822, 51.5275649)]"
409189345,409189346,0,34891415,,Lovell Close,residential,30 mph,False,2.97,"LINESTRING (-0.9192393 51.5275762, -0.9192382 51.5276029)",,,,,,"[(-0.9192393, 51.5275762), (-0.9192382, 51.5276029)]"
409189345,409189342,0,34891415,,Lovell Close,residential,30 mph,False,36.589,"LINESTRING (-0.9192393 51.5275762, -0.9187104 51.5275739)",,,,,,"[(-0.9192393, 51.5275762), (-0.9187104, 51.5275739)]"
409189345,409189347,0,34891416,,Lovell Close,residential,30 mph,False,3.081,"LINESTRING (-0.9192393 51.5275762, -0.9192403 51.5275485)",,,,,,"[(-0.9192393, 51.5275762), (-0.9192403, 51.5275485)]"
409189346,409189345,0,34891415,,Lovell Close,residential,30 mph,False,2.97,"LINESTRING (-0.9192382 51.5276029, -0.9192393 51.5275762)",,,,,,"[(-0.9192382, 51.5276029), (-0.9192393, 51.5275762)]"
